,carat,cut,color,clarity,depth,table,price,x,y,z,class
11320,0.26,Premium,D,VS1,60.0,56.0,546,4.18,4.15,2.5,reject
11321,0.32,Ideal,D,VS2,61.3,57.0,713,4.44,4.46,2.73,accept
11322,1.02,Premium,H,SI1,62.2,52.0,3581,6.47,6.43,4.01,reject
11323,0.3,Premium,D,SI1,62.3,58.0,552,4.28,4.32,2.68,reject
11324,1.06,Very Good,G,SI2,61.1,62.0,4162,6.55,6.61,4.02,reject
11325,0.4,Ideal,D,SI1,59.6,57.0,990,4.82,4.77,2.86,reject
11326,0.71,Ideal,F,VVS2,61.6,54.0,4167,5.76,5.79,3.56,accept
11327,1.0,Premium,H,SI2,59.6,62.0,3640,6.52,6.41,3.85,reject
11328,0.5,Good,F,VS2,63.6,58.0,1333,5.02,5.05,3.2,accept
11329,0.9,Very Good,G,SI1,63.6,57.0,3718,6.07,6.13,3.88,reject
11330,0.37,Ideal,F,VS2,61.7,55.0,759,4.61,4.73,2.88,accept
11331,1.22,Premium,H,VS1,58.9,59.0,7283,7.02,6.96,4.12,reject
11332,1.5,Fair,H,I1,68.9,56.0,5292,7.0,6.9,4.79,reject
11333,0.23,Very Good,E,VVS1,61.0,58.0,485,3.99,4.01,2.44,accept
11334,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72,accept
11335,0.38,Ideal,F,VVS1,61.9,54.0,1257,4.7,4.67,2.9,accept
11336,0.4,Ideal,H,SI1,62.2,55.0,1031,4.72,4.76,2.95,reject
11337,2.02,Good,I,VS2,57.9,62.0,16593,8.28,8.36,4.82,reject
11338,0.7,Ideal,G,VS2,61.9,56.0,3253,5.68,5.7,3.52,reject
11339,0.7,Fair,H,SI1,64.5,59.0,2176,5.54,5.51,3.56,reject
11340,0.38,Ideal,H,VVS2,62.5,53.4,832,4.63,4.66,2.9,reject
11341,1.09,Premium,H,SI1,61.8,58.0,4871,6.63,6.58,4.08,reject
11342,0.5,Very Good,G,VS1,61.3,58.0,1592,5.03,5.09,3.1,reject
11343,1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0,reject
11344,0.34,Premium,F,SI1,59.3,60.0,727,4.58,4.52,2.7,reject
11345,1.23,Ideal,I,VS1,61.6,54.0,7181,6.9,6.94,4.26,reject
11346,0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16,accept
11347,0.54,Ideal,F,VS2,62.3,56.0,1786,5.2,5.17,3.23,accept
11348,0.41,Ideal,E,VS1,62.3,57.0,1153,4.77,4.74,2.96,reject
11349,1.23,Ideal,J,VS2,61.7,57.0,5763,6.87,6.8,4.22,reject
11350,0.3,Ideal,F,VS2,60.7,57.0,776,4.34,4.29,2.62,accept
11351,0.3,Very Good,H,VS2,60.9,61.0,473,4.32,4.35,2.64,reject
11352,1.7,Very Good,H,VS1,62.8,57.0,14137,7.47,7.57,4.72,reject
11353,0.57,Ideal,F,VVS2,61.7,56.0,2402,5.31,5.35,3.29,accept
11354,1.52,Very Good,I,SI2,59.8,62.0,7866,7.41,7.47,4.45,reject
11355,1.57,Premium,F,SI1,58.3,58.0,13288,7.72,7.68,4.49,reject
11356,1.31,Ideal,H,VS2,61.8,57.0,8261,7.02,7.06,4.35,reject
11357,0.7,Good,E,VS2,61.5,61.0,2473,5.64,5.74,3.5,accept
11358,0.57,Premium,E,VS1,61.6,58.0,2753,5.36,5.33,3.29,accept
11359,0.5,Ideal,E,VS2,61.6,55.0,1746,5.14,5.09,3.15,accept
11360,2.35,Premium,H,SI2,62.3,58.0,16340,8.51,8.44,5.28,reject
11361,0.34,Premium,G,VVS2,61.6,58.0,995,4.49,4.44,2.75,reject
11362,1.56,Ideal,G,VS1,61.3,56.0,14957,7.46,7.51,4.59,reject
11363,0.71,Ideal,F,SI1,59.8,53.0,2838,5.86,5.82,3.49,reject
11364,1.04,Very Good,H,SI2,62.4,58.0,3546,6.4,6.49,4.02,reject
11365,1.02,Premium,E,VS2,58.4,57.0,6854,6.64,6.59,3.86,reject
11366,0.58,Very Good,D,VS2,60.2,57.0,1977,5.41,5.45,3.27,accept
11367,1.5,Very Good,F,VS1,60.5,55.0,15585,7.39,7.48,4.5,reject
11368,0.36,Premium,E,IF,59.4,61.0,1229,4.69,4.61,2.76,accept
11369,0.9,Ideal,H,VVS1,61.9,57.0,4783,6.19,6.24,3.85,reject
11370,0.71,Premium,D,VVS2,60.4,59.0,3877,5.73,5.69,3.45,accept
11371,0.31,Premium,G,VS2,61.7,59.0,544,4.31,4.34,2.67,reject
11372,0.5,Very Good,F,VS2,63.0,57.0,1272,5.02,5.1,3.19,accept
11373,0.51,Premium,G,VS1,62.0,52.0,1781,5.37,5.05,3.23,reject
11374,1.0,Premium,E,VVS2,62.7,60.0,9050,6.34,6.32,3.97,accept
11375,0.53,Ideal,D,VS2,61.2,57.0,1956,5.26,5.2,3.2,accept
11376,0.63,Ideal,E,VVS1,61.1,58.0,3181,5.49,5.54,3.37,accept
11377,0.33,Premium,H,VVS1,61.4,59.0,965,4.44,4.42,2.72,reject
11378,0.31,Ideal,I,IF,62.0,54.0,635,4.36,4.42,2.72,reject
11379,0.8,Premium,D,SI1,62.7,59.0,3312,5.89,5.85,3.68,reject
11380,0.38,Ideal,D,VS1,61.8,54.0,983,4.67,4.71,2.9,reject
11381,0.56,Ideal,F,VS2,61.6,55.0,1723,5.29,5.32,3.27,accept
11382,0.41,Good,E,VS2,63.1,64.0,910,4.63,4.66,2.93,accept
11383,0.54,Ideal,E,VS2,60.5,56.0,1847,5.28,5.26,3.19,accept
11384,1.5,Good,H,SI2,64.2,56.0,7161,7.2,7.26,4.64,reject
11385,0.33,Ideal,F,VVS1,61.8,57.0,1021,4.47,4.43,2.75,accept
11386,1.1,Ideal,H,VVS2,59.7,58.0,6616,6.76,6.7,4.01,reject
11387,0.35,Premium,E,VVS1,61.0,58.0,1044,4.52,4.56,2.77,accept
11388,0.34,Ideal,D,SI1,60.4,57.0,803,4.53,4.51,2.73,reject
11389,0.39,Very Good,E,VS2,60.0,56.0,808,4.76,4.81,2.87,accept
11390,0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62,accept
11391,1.05,Good,I,VS2,64.3,55.0,4550,6.46,6.42,4.14,reject
11392,0.32,Premium,H,VS2,61.4,60.0,505,4.39,4.41,2.7,reject
11393,1.11,Very Good,E,VVS1,60.2,59.0,11330,6.67,6.79,4.05,reject
11394,0.41,Good,G,SI2,63.6,54.0,784,4.74,4.7,3.0,reject
11395,0.6,Premium,H,SI1,60.1,61.0,1219,5.43,5.39,3.25,reject
11396,1.07,Premium,G,VS2,62.9,59.0,6644,6.52,6.49,4.09,reject
11397,0.3,Good,G,VVS2,63.5,56.0,684,4.29,4.34,2.74,reject
11398,0.73,Premium,G,VS2,59.2,59.0,2770,5.92,5.87,3.49,reject
11399,0.9,Ideal,H,SI1,61.5,57.0,3644,6.17,6.23,3.81,reject
11400,1.01,Ideal,G,SI1,61.4,55.0,4653,6.46,6.5,3.98,reject
11401,1.0,Very Good,E,SI2,63.5,56.0,3763,6.37,6.3,4.02,reject
11402,0.34,Very Good,F,VVS1,61.0,56.0,939,4.52,4.53,2.76,accept
11403,0.71,Good,E,SI1,58.4,61.0,2573,5.85,5.93,3.44,reject
11404,0.32,Premium,F,VS2,61.5,58.0,828,4.42,4.39,2.71,accept
11405,2.4,Premium,J,SI1,59.7,58.0,15920,8.75,8.71,5.21,reject
11406,0.3,Premium,D,SI1,62.3,58.0,552,4.28,4.32,2.68,reject
11407,0.84,Very Good,G,VVS2,60.4,55.0,4259,6.07,6.12,3.68,reject
11408,0.74,Very Good,D,SI2,62.2,59.0,2713,5.75,5.79,3.59,reject
11409,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,accept
11410,0.6,Ideal,F,VS2,58.6,60.0,1923,5.54,5.62,3.27,accept
11411,0.5,Premium,G,VS1,60.8,60.0,1629,5.16,5.14,3.13,reject
11412,0.32,Very Good,F,VVS2,62.0,55.0,717,4.38,4.42,2.73,accept
11413,0.53,Ideal,E,VVS2,60.5,57.0,2456,5.24,5.28,3.18,accept
11414,0.41,Ideal,D,SI2,62.7,55.0,683,4.72,4.75,2.97,reject
11415,0.7,Ideal,E,VS2,61.7,56.0,2979,5.74,5.71,3.53,accept
11416,1.52,Ideal,G,VS1,59.7,57.0,13777,7.48,7.5,4.47,reject
11417,0.34,Premium,D,VVS2,60.1,58.0,1052,4.55,4.53,2.73,accept
11418,0.71,Very Good,H,VS1,63.7,57.0,2590,5.63,5.67,3.6,reject
11419,0.28,Good,F,VVS2,64.9,57.0,492,4.13,4.16,2.69,accept
11420,0.3,Premium,F,VVS2,61.4,59.0,737,4.31,4.36,2.66,accept
11421,0.32,Very Good,E,SI1,63.4,56.0,672,4.34,4.31,2.74,reject
11422,0.9,Good,I,VS2,62.4,65.0,3107,6.12,6.09,3.81,reject
11423,0.61,Very Good,D,VS2,61.5,57.0,2266,5.45,5.48,3.36,accept
11424,0.43,Premium,F,SI1,61.6,59.0,1016,4.87,4.83,2.99,reject
11425,0.56,Ideal,D,VS2,61.4,57.0,1963,5.32,5.36,3.28,accept
11426,0.32,Ideal,E,VS2,62.9,56.0,900,4.39,4.36,2.75,accept
11427,0.54,Ideal,G,SI1,61.2,58.0,1404,5.27,5.29,3.23,reject
11428,0.46,Ideal,D,VS2,62.4,56.0,1240,4.95,4.98,3.1,accept
11429,0.55,Ideal,E,VS2,60.3,57.0,1715,5.3,5.28,3.19,accept
11430,0.8,Premium,E,SI1,61.5,58.0,3297,5.97,5.93,3.66,reject
11431,0.38,Ideal,G,VVS2,61.5,55.2,929,4.67,4.71,2.89,reject
11432,0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55,accept
11433,0.55,Ideal,G,VS1,60.9,55.0,1991,5.34,5.37,3.26,reject
11434,0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45,accept
11435,0.57,Ideal,E,VS2,61.9,57.0,1851,5.29,5.31,3.28,accept
11436,1.0,Very Good,E,VS2,62.1,59.0,6600,6.34,6.38,3.95,reject
11437,0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69,accept
11438,0.41,Ideal,F,VVS2,61.7,57.0,1192,4.8,4.73,2.94,accept
11439,0.42,Ideal,D,VS2,62.1,54.0,1103,4.83,4.8,2.99,accept
11440,0.32,Ideal,E,VVS2,62.2,53.0,816,4.39,4.42,2.74,accept
11441,0.46,Ideal,E,VVS1,62.5,53.0,1955,4.95,5.0,3.11,accept
11442,0.32,Ideal,F,VVS1,62.1,56.0,926,4.39,4.43,2.74,accept
11443,0.31,Premium,E,VS2,60.5,60.0,872,4.36,4.34,2.63,accept
11444,0.72,Ideal,J,VVS2,61.5,57.0,2150,5.74,5.77,3.54,reject
11445,0.84,Very Good,D,VS1,60.1,58.0,4869,6.12,6.15,3.69,reject
11446,0.33,Ideal,F,VVS2,62.2,56.0,810,4.43,4.45,2.76,accept
11447,0.91,Fair,H,SI1,65.8,58.0,2854,6.04,6.01,3.96,reject
11448,0.33,Ideal,E,VS2,60.6,55.0,723,4.48,4.5,2.72,accept
11449,1.24,Ideal,F,VS2,61.6,54.0,9569,6.95,6.91,4.27,reject
11450,1.5,Very Good,J,VVS2,62.9,58.0,8622,7.25,7.31,4.58,reject
11451,1.57,Very Good,G,SI2,61.1,61.0,8419,7.43,7.46,4.55,reject
11452,0.43,Ideal,D,VS2,61.8,56.0,1129,4.83,4.81,2.98,accept
11453,0.64,Premium,D,VS2,60.9,59.0,2243,5.6,5.63,3.42,accept
11454,0.52,Premium,G,SI2,59.2,60.0,1121,5.29,5.21,3.11,reject
11455,0.3,Ideal,H,IF,62.0,57.0,764,4.26,4.29,2.65,reject
11456,0.32,Ideal,E,VVS1,60.5,57.0,917,4.44,4.48,2.7,accept
11457,0.51,Premium,D,VS2,62.7,59.0,1716,5.05,5.09,3.18,accept
11458,0.41,Ideal,F,VVS2,60.6,57.0,1115,4.81,4.86,2.93,accept
11459,0.4,Ideal,F,VVS2,62.4,57.0,1163,4.73,4.69,2.94,accept
11460,0.91,Very Good,H,SI1,63.4,56.0,3771,6.18,6.1,3.89,reject
11461,0.52,Very Good,E,VS1,59.6,58.0,1767,5.21,5.26,3.12,accept
11462,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46,accept
11463,0.32,Ideal,F,VVS1,61.7,56.0,926,4.4,4.42,2.72,accept
11464,0.71,Ideal,E,VS2,61.8,57.0,2654,5.73,5.7,3.53,accept
11465,0.5,Very Good,F,VVS1,63.5,60.0,1978,4.98,5.04,3.18,accept
11466,0.35,Ideal,D,SI1,61.5,56.0,780,4.54,4.57,2.8,reject
11467,1.51,Ideal,G,VS2,62.0,56.0,13234,7.32,7.35,4.55,reject
11468,0.31,Premium,F,VVS1,59.4,58.0,766,4.41,4.45,2.63,accept
11469,0.41,Ideal,E,SI2,59.8,55.0,683,4.81,4.93,2.91,reject
11470,0.41,Ideal,G,IF,62.4,54.0,1367,4.74,4.78,2.97,reject
11471,0.55,Premium,F,SI1,62.1,62.0,1238,5.22,5.18,3.23,reject
11472,0.7,Very Good,D,VS1,62.9,60.0,3231,5.57,5.62,3.52,accept
11473,0.72,Premium,F,VS2,62.7,59.0,2584,5.71,5.75,3.59,accept
11474,0.59,Ideal,G,VS2,61.9,56.0,1844,5.39,5.44,3.35,reject
11475,0.24,Very Good,F,VVS2,58.0,60.0,533,4.09,4.12,2.38,accept
11476,0.71,Ideal,D,VS2,61.0,56.0,3838,5.76,5.81,3.53,accept
11477,0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96,accept
11478,0.34,Premium,G,IF,60.5,58.0,939,4.52,4.47,2.72,reject
11479,0.41,Ideal,E,SI2,59.8,55.0,683,4.81,4.93,2.91,reject
11480,1.0,Fair,I,VS2,65.7,58.0,3265,6.25,6.2,4.09,reject
11481,0.24,Very Good,D,VVS2,61.5,61.0,485,4.02,4.04,2.48,accept
11482,0.33,Ideal,G,VS1,61.9,55.0,699,4.44,4.49,2.77,reject
11483,0.7,Good,E,VS1,61.3,62.0,3277,5.64,5.72,3.48,accept
11484,1.0,Premium,D,VS1,62.1,55.0,7812,6.41,6.34,3.96,reject
11485,0.31,Ideal,I,VS2,59.9,57.0,435,4.38,4.4,2.63,reject
11486,0.34,Premium,E,VS2,61.1,60.0,745,4.45,4.48,2.73,accept
11487,0.5,Very Good,G,VS1,61.0,59.0,1624,5.09,5.14,3.12,reject
11488,1.03,Ideal,E,SI1,62.1,56.0,5476,6.43,6.48,4.01,reject
11489,0.52,Premium,E,VS2,61.6,59.0,1694,5.16,5.14,3.17,accept
11490,0.5,Fair,G,I1,65.2,56.0,727,4.95,4.89,3.21,reject
11491,0.29,Good,E,VVS2,62.7,62.0,617,4.19,4.23,2.64,accept
11492,0.51,Ideal,D,SI1,61.8,55.0,1569,5.14,5.18,3.19,reject
11493,0.58,Premium,E,VS2,59.6,59.0,2192,5.43,5.38,3.22,accept
11494,0.41,Ideal,D,VVS2,62.3,55.0,1295,4.76,4.77,2.97,accept
11495,1.08,Premium,G,SI2,63.0,54.0,4124,6.58,6.54,4.13,reject
11496,0.3,Good,E,VVS1,57.8,60.0,763,4.45,4.48,2.58,accept
11497,0.41,Ideal,F,VVS1,61.7,57.0,1295,4.77,4.8,2.95,accept
11498,0.72,Premium,F,VVS2,61.1,58.0,3250,5.78,5.84,3.55,accept
11499,0.38,Premium,E,VVS1,60.6,59.0,1119,4.65,4.62,2.81,accept
11500,0.31,Very Good,D,SI1,63.0,55.0,571,4.32,4.34,2.73,reject
11501,1.41,Very Good,F,SI2,61.4,59.0,7215,7.17,7.2,4.41,reject
11502,0.36,Premium,E,VS2,62.5,58.0,878,4.57,4.52,2.84,accept
11503,0.73,Ideal,J,VS2,62.8,55.0,2054,5.69,5.72,3.58,reject
11504,0.54,Very Good,G,SI2,59.5,60.0,1083,5.27,5.31,3.15,reject
11505,1.33,Premium,E,SI2,62.5,58.0,7090,7.03,6.99,4.38,reject
11506,0.32,Premium,I,VS1,59.8,60.0,648,4.46,4.44,2.66,reject
11507,0.32,Ideal,F,IF,61.6,56.0,929,4.43,4.47,2.74,accept
11508,0.23,Very Good,F,VVS2,61.2,55.0,505,3.97,4.01,2.44,accept
11509,1.2,Ideal,H,VVS1,60.2,57.0,9604,6.87,6.94,4.15,reject
11510,0.91,Very Good,D,SI2,62.7,59.0,3298,6.16,6.22,3.88,reject
11511,1.22,Ideal,H,VS1,62.7,55.0,5773,6.82,6.73,4.25,reject
11512,1.0,Very Good,F,VS2,62.5,58.0,6283,6.32,6.36,3.96,reject
11513,0.72,Premium,E,VS2,62.5,59.0,3024,5.73,5.7,3.57,accept
11514,0.5,Very Good,H,VS2,62.3,57.0,1337,5.03,5.12,3.16,reject
11515,0.33,Ideal,E,VS2,61.8,55.0,723,4.45,4.48,2.76,accept
11516,0.25,Very Good,F,VVS1,60.7,59.0,576,4.07,4.1,2.48,accept
11517,1.01,Very Good,G,VS2,59.9,60.0,5759,6.46,6.52,3.89,reject
11518,0.42,Premium,D,VVS2,59.6,59.0,1210,4.96,4.9,2.94,accept
11519,0.5,Very Good,E,VS1,63.9,55.0,1604,4.98,5.03,3.2,reject
11520,0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.34,2.72,accept
11521,0.33,Ideal,G,VVS2,61.7,56.0,752,4.42,4.46,2.74,reject
11522,0.52,Premium,F,VS2,61.4,62.0,1605,5.19,5.16,3.18,accept
11523,0.4,Ideal,D,VVS1,61.1,56.0,1665,4.77,4.82,2.93,accept
11524,0.51,Very Good,F,VVS2,60.3,55.0,2633,5.22,5.26,3.16,accept
11525,0.25,Ideal,E,VVS1,61.5,55.0,705,4.09,4.12,2.52,accept
11526,0.31,Good,H,SI1,64.0,54.0,521,4.31,4.29,2.75,reject
11527,1.5,Very Good,E,SI1,60.8,58.0,11688,7.32,7.36,4.46,reject
11528,0.76,Premium,E,VS2,60.1,59.0,3192,6.01,5.97,3.6,reject
11529,2.01,Premium,H,VS2,61.1,61.0,15528,8.14,8.09,4.96,reject
11530,0.42,Premium,F,VS2,61.9,58.0,884,4.76,4.8,2.96,accept
11531,0.53,Very Good,E,VS1,61.7,59.0,1844,5.18,5.2,3.2,accept
11532,0.3,Ideal,E,VVS2,62.3,56.0,766,4.28,4.32,2.68,accept
11533,0.33,Premium,E,VS2,62.0,59.0,928,4.41,4.39,2.73,accept
11534,1.0,Ideal,I,VS1,60.4,55.0,5385,6.49,6.52,3.93,reject
11535,0.32,Ideal,F,VS2,62.1,57.0,645,4.35,4.38,2.71,accept
11536,0.51,Good,D,VS2,63.5,56.0,1668,5.07,5.1,3.23,accept
11537,0.5,Good,D,VS2,64.0,56.0,1589,5.02,5.04,3.22,accept
11538,0.39,Ideal,F,VS2,62.1,53.0,828,4.73,4.77,2.95,accept
11539,1.02,Premium,I,VS2,62.0,58.0,4459,6.44,6.47,4.0,reject
11540,0.34,Ideal,D,VS2,60.6,57.0,805,4.51,4.53,2.74,accept
11541,0.56,Very Good,E,VVS2,60.7,57.0,2442,5.31,5.36,3.24,accept
11542,0.85,Premium,J,VS2,60.7,58.0,2295,6.12,6.08,3.71,reject
11543,0.32,Very Good,G,VS1,62.8,59.0,645,4.33,4.37,2.73,reject
11544,0.46,Ideal,D,VS1,61.6,57.0,1637,4.95,4.98,3.06,reject
11545,0.33,Ideal,F,VS2,62.3,55.0,666,4.42,4.47,2.77,accept
11546,0.84,Ideal,G,SI1,62.4,57.0,3279,6.06,6.03,3.77,reject
11547,0.35,Ideal,G,VVS2,61.2,55.0,1092,4.62,4.59,2.82,reject
11548,0.5,Ideal,E,VS2,62.9,54.0,1629,5.14,5.1,3.22,accept
11549,0.7,Ideal,F,VS1,62.0,55.0,2751,5.74,5.71,3.55,accept
11550,1.71,Very Good,D,SI2,63.5,59.0,11873,7.57,7.59,4.81,reject
11551,0.34,Ideal,D,SI1,62.8,55.0,803,4.5,4.45,2.81,reject
11552,0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57,accept
11553,0.56,Ideal,F,VVS2,61.1,57.0,2676,5.32,5.35,3.25,accept
11554,0.51,Premium,E,VS1,61.3,58.0,1928,5.17,5.14,3.16,accept
11555,1.45,Fair,F,SI2,64.4,58.0,6455,7.17,7.11,4.59,reject
11556,0.34,Ideal,D,VS2,62.4,53.0,805,4.49,4.52,2.81,accept
11557,0.94,Ideal,F,SI2,60.6,54.0,5159,6.39,6.34,3.86,reject
11558,0.52,Ideal,E,VS2,61.1,55.0,1815,5.27,5.2,3.2,accept
11559,1.62,Ideal,I,VS2,62.4,57.0,9604,7.45,7.51,4.67,reject
11560,0.41,Premium,F,VS2,60.3,58.0,863,4.8,4.85,2.91,accept
11561,0.5,Very Good,D,VS2,62.9,61.0,1752,4.96,5.03,3.14,accept
11562,0.41,Ideal,D,VVS2,62.3,57.0,1295,4.74,4.76,2.96,accept
11563,2.1,Premium,J,SI2,59.1,58.0,12494,8.46,8.4,4.98,reject
11564,1.62,Ideal,F,VS2,61.2,57.0,18281,7.52,7.58,4.62,reject
11565,1.51,Premium,E,SI1,62.9,62.0,9647,7.31,7.21,4.57,reject
11566,1.0,Fair,H,VS2,66.8,63.0,4166,6.19,6.08,4.1,reject
11567,0.7,Very Good,E,VVS2,61.5,58.0,3429,5.67,5.71,3.5,accept
11568,0.4,Premium,E,VVS1,61.2,61.0,1397,4.74,4.7,2.89,accept
11569,1.0,Fair,E,VVS2,56.8,58.0,7553,6.59,6.64,3.76,accept
11570,2.5,Fair,G,I1,64.7,57.0,7854,8.48,8.44,5.47,reject
11571,0.55,Premium,E,VS2,59.1,60.0,1664,5.35,5.31,3.15,accept
11572,0.71,Very Good,J,VS1,63.3,57.0,2062,5.59,5.69,3.57,reject
11573,0.72,Very Good,E,VS2,63.0,58.0,3065,5.69,5.73,3.6,accept
11574,1.5,Very Good,D,SI2,64.0,56.0,10730,7.17,7.23,4.61,reject
11575,0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51,accept
11576,0.56,Premium,E,VS2,58.8,59.0,1882,5.45,5.36,3.18,accept
11577,0.56,Ideal,E,VS1,61.0,57.0,1978,5.32,5.34,3.25,accept
11578,2.04,Good,J,VS2,59.6,56.0,13550,8.26,8.31,4.94,reject
11579,0.55,Ideal,D,VS2,61.6,56.0,1925,5.25,5.3,3.25,accept
11580,0.51,Ideal,E,VS2,61.5,57.0,1656,5.09,5.12,3.14,accept
11581,0.33,Ideal,D,SI1,62.7,55.0,780,4.44,4.4,2.77,reject
11582,1.01,Very Good,D,SI2,63.4,57.0,4472,6.4,6.31,4.03,reject
11583,0.51,Premium,F,SI1,59.4,60.0,1308,5.19,5.21,3.09,reject
11584,0.51,Ideal,E,VS1,61.4,56.0,2233,5.14,5.16,3.16,accept
11585,1.0,Very Good,H,VS2,63.0,59.0,4842,6.43,6.34,4.02,reject
11586,0.42,Ideal,E,VVS2,61.8,56.0,1216,4.78,4.8,2.96,accept
11587,0.33,Ideal,F,VVS1,60.6,57.0,880,4.51,4.53,2.74,accept
11588,0.7,Good,D,VVS2,63.3,54.0,3267,5.6,5.64,3.56,accept
11589,1.52,Premium,I,VS2,61.7,61.0,6793,7.35,7.3,4.52,reject
11590,1.02,Ideal,I,SI2,60.7,57.0,3786,6.54,6.57,3.98,reject
11591,1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74,reject
11592,0.37,Premium,F,VS2,60.6,58.0,957,4.67,4.63,2.82,accept
11593,0.5,Ideal,D,VS2,62.4,55.0,1653,5.09,5.1,3.18,accept
11594,0.34,Premium,E,VS2,60.9,60.0,956,4.51,4.49,2.74,accept
11595,0.4,Ideal,F,SI2,62.8,55.0,597,4.7,4.73,2.96,reject
11596,0.3,Ideal,F,VVS2,61.6,55.0,751,4.3,4.33,2.66,accept
11597,0.41,Premium,F,VVS2,60.4,58.0,1192,4.84,4.8,2.91,accept
11598,0.32,Premium,F,SI1,59.3,58.0,684,4.5,4.47,2.66,reject
11599,0.72,Good,F,VS2,61.1,60.0,2705,5.72,5.76,3.51,accept
11600,0.7,Ideal,F,SI1,62.3,56.0,2382,5.65,5.68,3.53,reject
11601,0.53,Ideal,F,VS1,61.8,56.0,1908,5.22,5.2,3.22,accept
11602,0.4,Ideal,H,VVS2,62.3,57.0,877,4.71,4.73,2.94,reject
11603,0.5,Ideal,E,VS2,60.8,57.0,1768,5.16,5.13,3.13,accept
11604,0.81,Ideal,E,SI1,60.3,56.0,3413,6.05,6.13,3.67,reject
11605,0.35,Premium,E,VS2,58.9,59.0,984,4.64,4.59,2.72,accept
11606,2.01,Premium,E,SI2,58.9,60.0,17179,8.24,8.2,4.84,reject
11607,0.55,Premium,G,VS2,59.6,59.0,1448,5.32,5.36,3.18,reject
11608,0.7,Very Good,I,VVS2,63.1,57.0,2398,5.63,5.68,3.57,reject
11609,0.3,Very Good,F,VVS1,61.8,55.0,783,4.32,4.35,2.68,accept
11610,0.72,Ideal,E,VS1,61.1,57.0,3947,5.78,5.81,3.54,accept
11611,0.52,Premium,E,VVS2,60.1,58.0,2970,5.23,5.18,3.13,accept
11612,1.6,Very Good,I,VS1,58.6,58.0,10824,7.66,7.72,4.51,reject
11613,0.5,Premium,E,VS2,60.5,60.0,1699,5.13,5.09,3.09,accept
11614,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29,accept
11615,0.4,Very Good,E,SI1,63.0,57.0,687,4.65,4.68,2.94,reject
11616,0.31,Ideal,E,VS2,61.8,55.0,872,4.39,4.35,2.7,accept
11617,1.0,Very Good,G,SI1,59.6,60.0,4997,6.43,6.49,3.85,reject
11618,0.41,Premium,D,VS2,61.8,58.0,846,4.76,4.79,2.95,accept
11619,2.0,Fair,H,SI2,65.9,58.0,12554,7.84,7.8,5.15,reject
11620,0.31,Ideal,D,VS2,62.7,57.0,942,4.34,4.3,2.71,accept
11621,0.5,Premium,F,VS2,62.1,58.0,1654,5.1,5.01,3.14,accept
11622,0.59,Very Good,E,VS1,60.0,56.0,2021,5.46,5.5,3.29,accept
11623,0.41,Ideal,F,VS2,62.1,56.0,863,4.74,4.79,2.96,accept
11624,0.4,Very Good,G,SI1,58.3,62.0,636,4.81,4.86,2.82,reject
11625,0.37,Ideal,F,VS2,60.6,56.0,957,4.64,4.63,2.81,accept
11626,0.37,Premium,D,SI1,62.7,58.0,874,4.58,4.55,2.86,reject
11627,0.55,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19,accept
11628,2.06,Good,H,I1,64.3,58.0,6091,8.03,7.99,5.15,reject
11629,0.7,Ideal,F,VS2,62.8,56.0,2573,5.7,5.67,3.57,accept
11630,0.32,Ideal,G,VS1,61.2,56.0,645,4.42,4.44,2.71,reject
11631,0.27,Very Good,E,VS2,63.0,57.0,470,4.12,4.16,2.61,accept
11632,0.51,Ideal,F,VVS2,62.6,57.0,2093,5.1,5.13,3.2,accept
11633,0.5,Premium,G,VS2,59.4,60.0,1354,5.14,5.16,3.06,reject
11634,0.32,Premium,E,VVS2,61.1,58.0,842,4.42,4.45,2.71,accept
11635,1.5,Premium,H,I1,62.9,60.0,4022,7.31,7.22,4.57,reject
11636,0.8,Ideal,E,SI2,60.8,56.0,2939,6.02,6.01,3.66,reject
11637,0.32,Ideal,E,VVS2,62.3,56.0,1080,4.4,4.37,2.73,accept
11638,1.5,Premium,D,SI2,59.9,62.0,10517,7.4,7.37,4.42,reject
11639,0.5,Good,D,SI1,61.1,64.0,1374,5.05,5.07,3.09,reject
11640,0.71,Ideal,F,VVS2,61.6,56.0,4497,5.73,5.75,3.53,accept
