,carat,cut,color,clarity,depth,table,price,x,y,z
17708,0.56,Premium,D,SI2,60.4,58.0,1388,5.32,5.37,3.23
17709,0.43,Ideal,H,VS1,61.1,57.0,868,4.88,4.91,2.99
17710,1.01,Ideal,I,VS1,61.1,54.0,5182,6.46,6.48,3.95
17711,0.79,Ideal,E,SI1,62.0,57.0,3384,5.92,5.96,3.68
17712,0.48,Very Good,I,VS1,62.4,55.0,1053,4.99,5.03,3.12
17713,0.5,Premium,J,SI1,60.7,58.0,1125,5.13,5.11,3.11
17714,0.5,Ideal,H,VS2,62.3,55.0,1921,5.09,5.12,3.18
17715,0.31,Ideal,G,IF,61.6,56.0,891,4.38,4.42,2.71
17716,0.31,Very Good,H,VS2,58.9,61.0,457,4.43,4.46,2.62
17717,1.07,Very Good,F,VVS1,60.2,58.0,9808,6.57,6.65,3.98
17718,0.75,Premium,I,SI2,61.1,57.0,2070,5.88,5.84,3.58
17719,0.53,Ideal,H,SI1,60.8,56.0,1268,5.27,5.29,3.21
17720,0.51,Very Good,G,VS2,62.7,57.0,1438,5.05,5.12,3.19
17721,0.41,Ideal,G,SI1,62.9,56.0,923,4.75,4.7,2.97
17722,0.39,Ideal,D,SI2,61.6,56.0,651,4.69,4.72,2.9
17723,1.27,Ideal,I,I1,62.3,56.0,3328,6.91,6.86,4.29
17724,0.77,Very Good,G,VVS2,62.8,58.0,3829,5.84,5.78,3.65
17725,1.75,Ideal,I,SI1,61.8,56.0,13393,7.67,7.71,4.75
17726,1.54,Premium,G,VS2,60.2,60.0,13292,7.51,7.44,4.5
17727,2.0,Premium,I,VS1,61.1,58.0,17436,8.11,8.08,4.95
17728,1.2,Premium,E,SI1,62.5,56.0,6742,6.75,6.71,4.21
17729,1.0,Very Good,D,SI1,59.2,62.0,5621,6.49,6.54,3.86
17730,1.06,Premium,G,VVS2,59.6,58.0,8149,6.65,6.61,3.95
17731,1.56,Ideal,F,SI1,61.2,57.0,11148,7.52,7.48,4.59
17732,0.3,Premium,G,VVS2,61.3,58.0,878,4.34,4.28,2.64
17733,1.72,Very Good,E,VS2,63.4,56.0,18557,7.65,7.55,4.82
17734,1.53,Very Good,E,SI2,63.1,59.0,8654,7.38,7.21,4.61
17735,1.55,Good,G,I1,63.6,58.0,4965,7.34,7.29,4.65
17736,0.36,Premium,I,IF,59.9,59.0,758,4.58,4.63,2.76
17737,0.81,Ideal,I,VS1,61.8,56.0,3422,5.97,6.0,3.7
17738,0.51,Premium,D,SI1,61.9,60.0,1642,5.15,5.12,3.18
17739,0.38,Very Good,I,VS2,61.5,58.0,633,4.61,4.62,2.84
17740,0.39,Very Good,I,VS2,60.1,57.0,679,4.74,4.77,2.86
17741,0.33,Premium,E,SI2,59.7,58.0,463,4.48,4.53,2.69
17742,1.01,Very Good,D,VVS2,62.5,59.0,10453,6.34,6.4,3.98
17743,1.08,Fair,J,VS2,65.1,54.0,3980,6.47,6.44,4.2
17744,0.41,Premium,D,SI2,62.0,58.0,876,4.78,4.74,2.95
17745,1.04,Ideal,D,SI1,61.9,57.0,6112,6.51,6.54,4.04
17746,0.3,Ideal,G,IF,61.7,55.0,956,4.34,4.31,2.67
17747,1.74,Premium,H,SI1,61.6,59.0,8653,7.7,7.62,4.72
17748,0.7,Premium,J,SI1,61.3,59.0,1827,5.75,5.73,3.52
17749,0.7,Very Good,F,SI1,63.5,56.0,2401,5.58,5.66,3.57
17750,1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59
17751,0.58,Ideal,I,VVS1,63.0,57.0,1758,5.34,5.29,3.35
17752,0.39,Very Good,J,VS1,63.1,56.0,790,4.7,4.62,2.94
17753,0.79,Ideal,F,SI1,62.5,57.0,2976,5.88,5.92,3.69
17754,0.5,Premium,G,VS1,62.5,60.0,1746,5.08,5.06,3.17
17755,1.01,Good,D,SI1,61.7,62.0,5443,6.3,6.34,3.9
17756,0.57,Premium,F,SI1,60.7,58.0,1571,5.36,5.32,3.24
17757,1.0,Premium,H,VS2,59.8,56.0,3819,6.5,6.48,3.88
17758,1.2,Premium,F,SI2,62.6,58.0,5846,6.79,6.73,4.23
17759,0.55,Ideal,G,VVS2,60.5,58.0,2016,5.3,5.34,3.22
17760,2.02,Ideal,F,SI2,62.2,57.0,16256,8.07,8.03,5.01
17761,1.0,Fair,D,SI1,64.9,59.0,4704,6.2,6.13,4.0
17762,0.83,Premium,G,SI2,61.9,56.0,2543,6.04,5.97,3.72
17763,1.01,Very Good,F,SI2,62.7,59.0,4416,6.35,6.4,4.0
17764,0.9,Good,J,SI2,63.9,56.0,2717,6.17,6.1,3.92
17765,1.02,Premium,F,VS1,62.7,55.0,7677,6.43,6.37,4.01
17766,0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19
17767,1.27,Premium,G,VS1,61.1,60.0,9371,6.99,7.03,4.28
17768,1.0,Premium,G,VS2,63.0,59.0,5967,6.45,6.32,4.02
17769,0.7,Fair,G,I1,67.5,55.0,1069,5.59,5.37,3.71
17770,0.71,Ideal,I,SI1,62.6,54.0,2111,5.68,5.73,3.57
17771,0.33,Ideal,G,VVS1,61.9,55.0,858,4.45,4.5,2.77
17772,1.23,Premium,H,SI2,61.2,57.0,5373,6.89,6.86,4.21
17773,0.37,Premium,E,SI1,59.3,58.0,649,4.73,4.75,2.81
17774,0.4,Very Good,E,SI2,61.4,57.0,666,4.68,4.74,2.89
17775,1.01,Premium,F,VS2,62.4,56.0,6271,6.43,6.35,3.99
17776,0.57,Ideal,H,VVS1,60.9,56.0,2052,5.38,5.36,3.27
17777,0.51,Ideal,J,SI1,61.5,56.0,1004,5.14,5.17,3.17
17778,0.3,Ideal,G,VS2,60.8,57.0,630,4.38,4.33,2.65
17779,1.27,Very Good,I,I1,60.2,62.0,3665,7.0,7.05,4.23
17780,1.29,Ideal,D,I1,61.3,56.0,5158,7.05,6.99,4.3
17781,1.01,Good,E,SI2,63.3,58.0,4168,6.3,6.36,4.01
17782,2.14,Premium,J,SI2,58.4,58.0,10306,8.52,8.5,4.97
17783,0.33,Ideal,D,SI1,62.5,54.0,608,4.43,4.44,2.77
17784,2.04,Very Good,I,SI2,60.9,57.0,14527,8.14,8.19,4.97
17785,1.01,Good,D,SI2,63.9,57.0,4588,6.29,6.36,4.04
17786,1.35,Ideal,D,VS2,61.3,57.0,10602,7.09,7.13,4.36
17787,0.57,Ideal,H,VVS1,60.9,56.0,1949,5.36,5.38,3.27
17788,1.24,Very Good,I,SI1,62.5,57.0,5046,6.84,6.89,4.29
17789,1.02,Very Good,E,VS1,58.9,59.0,7253,6.52,6.65,3.88
17790,1.64,Very Good,F,SI1,62.8,59.0,12555,7.51,7.53,4.72
17791,1.14,Premium,J,SI1,62.4,59.0,3792,6.7,6.62,4.16
17792,0.7,Ideal,I,SI1,62.5,55.0,2110,5.7,5.73,3.57
17793,1.01,Premium,G,VS2,58.1,59.0,5538,6.61,6.53,3.82
17794,0.84,Ideal,H,SI2,59.9,59.0,2593,6.13,6.2,3.69
17795,1.03,Very Good,G,SI1,61.0,58.0,4746,6.5,6.54,3.98
17796,2.16,Ideal,I,SI2,61.9,54.0,15124,8.29,8.33,5.14
17797,1.5,Good,H,SI2,63.6,58.0,7495,7.15,7.2,4.56
17798,2.01,Premium,G,SI2,62.3,60.0,15147,8.04,7.97,4.99
17799,0.76,Very Good,G,VS2,61.1,57.0,3170,5.84,5.95,3.6
17800,1.15,Premium,E,SI2,61.8,56.0,4701,6.75,6.7,4.15
17801,1.5,Premium,I,SI1,58.6,62.0,8190,7.46,7.43,4.36
17802,1.08,Ideal,D,VS2,61.9,58.0,8481,6.54,6.57,4.06
17803,1.0,Premium,F,VS2,62.4,60.0,6352,6.35,6.38,3.97
17804,0.33,Premium,E,SI1,60.2,58.0,743,4.55,4.49,2.72
17805,0.5,Premium,G,I1,62.2,59.0,1020,5.07,5.03,3.14
17806,0.31,Premium,G,VVS1,62.2,59.0,1046,4.32,4.3,2.68
17807,0.97,Ideal,H,VVS1,60.4,57.0,6801,6.4,6.48,3.89
17808,0.35,Very Good,G,VVS2,62.8,58.0,798,4.44,4.48,2.8
17809,1.01,Premium,H,SI2,61.9,60.0,4242,6.43,6.4,3.97
17810,0.42,Premium,I,SI1,61.2,60.0,803,4.82,4.78,2.94
17811,1.16,Ideal,G,VS2,61.7,57.0,7243,6.8,6.72,4.17
17812,0.74,Very Good,H,VVS2,61.3,58.0,2944,5.8,5.85,3.57
17813,0.65,Premium,I,SI2,60.7,58.0,1219,5.65,5.62,3.42
17814,0.42,Ideal,G,IF,62.0,57.0,1310,4.82,4.8,2.98
17815,0.9,Premium,F,SI1,62.6,60.0,3881,6.14,6.1,3.83
17816,0.43,Very Good,H,SI1,60.2,57.0,716,4.91,4.93,2.96
17817,0.31,Ideal,G,VVS1,62.8,53.0,1046,4.36,4.34,2.73
17818,1.0,Good,H,SI1,63.7,60.0,4702,6.3,6.33,4.02
17819,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78
17820,0.7,Very Good,H,VVS2,62.5,55.0,2558,5.65,5.68,3.54
17821,2.1,Very Good,J,VS2,61.5,60.7,13340,8.16,8.21,5.03
17822,0.72,Premium,D,SI1,62.6,54.0,3048,5.78,5.72,3.6
17823,1.0,Premium,F,SI1,62.7,59.0,5197,6.36,6.4,4.0
17824,1.03,Ideal,F,VS2,61.4,58.0,6809,6.49,6.51,3.99
17825,1.14,Premium,F,SI1,61.1,59.0,6033,6.75,6.7,4.11
17826,0.37,Ideal,E,VS1,61.3,55.0,999,4.68,4.65,2.86
17827,0.71,Ideal,D,SI1,62.3,56.0,3316,5.72,5.7,3.56
17828,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
17829,1.13,Ideal,E,VVS1,61.8,57.0,13485,6.66,6.71,4.13
17830,0.54,Ideal,H,VVS1,61.1,57.0,1846,5.22,5.26,3.2
17831,0.96,Ideal,F,SI2,60.9,60.0,4500,6.31,6.36,3.86
17832,0.53,Ideal,H,VS2,62.1,54.0,1353,5.21,5.23,3.24
17833,1.03,Premium,H,VS1,61.2,58.0,5849,6.55,6.52,4.0
17834,0.31,Ideal,H,VVS2,61.8,56.0,625,4.34,4.36,2.69
17835,0.78,Good,E,SI1,59.4,62.0,3578,6.02,6.07,3.59
17836,0.31,Ideal,G,IF,60.5,61.0,853,4.39,4.4,2.66
17837,0.35,Ideal,D,SI1,62.1,57.0,601,4.47,4.49,2.78
17838,0.32,Good,H,SI2,63.8,56.0,403,4.36,4.38,2.79
17839,0.58,Premium,F,SI1,62.2,61.0,1634,5.33,5.25,3.29
17840,0.33,Premium,E,SI1,59.1,59.0,693,4.59,4.54,2.7
17841,1.41,Very Good,H,SI1,62.6,59.0,8283,7.08,7.14,4.45
17842,2.01,Good,I,VS2,64.3,60.0,11954,7.91,7.86,5.07
17843,0.33,Premium,F,SI2,62.3,58.0,557,4.43,4.4,2.75
17844,0.86,Ideal,E,SI1,62.3,54.0,3456,6.13,6.07,3.8
17845,1.2,Ideal,H,SI1,62.5,56.0,6742,6.84,6.79,4.26
17846,1.14,Ideal,I,SI1,60.8,58.0,5096,6.71,6.74,4.09
17847,1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01
17848,0.58,Ideal,J,SI1,62.1,55.0,1227,5.31,5.39,3.32
17849,0.52,Ideal,H,VS2,62.2,56.4,1391,5.09,5.16,3.19
17850,0.51,Good,G,SI1,63.7,55.0,1259,5.1,5.07,3.24
17851,0.54,Good,G,VS2,56.9,62.0,1637,5.42,5.4,3.08
17852,0.5,Ideal,E,SI1,61.6,57.0,1415,5.13,5.09,3.15
17853,0.73,Ideal,H,VVS1,61.6,57.0,3005,5.81,5.78,3.57
17854,2.0,Fair,H,SI2,67.9,55.0,10913,7.67,7.58,5.18
17855,1.0,Premium,H,SI1,61.5,58.0,4788,6.45,6.37,3.94
17856,1.24,Ideal,G,SI2,61.4,56.0,5520,6.98,6.92,4.27
17857,1.02,Very Good,F,VVS2,59.4,59.0,8627,6.58,6.69,3.94
17858,1.03,Ideal,H,SI1,62.4,56.0,4800,6.45,6.5,4.04
17859,0.4,Good,D,SI1,60.3,61.0,667,4.74,4.78,2.87
17860,0.71,Premium,E,SI1,63.0,58.0,2554,5.72,5.68,3.59
17861,0.71,Ideal,G,SI1,61.5,57.0,2345,5.74,5.78,3.54
17862,1.5,Very Good,G,VS2,61.2,61.0,12196,7.29,7.34,4.48
17863,0.91,Very Good,D,SI2,58.3,60.0,3573,6.33,6.4,3.71
17864,1.55,Fair,F,SI1,59.7,66.0,10217,7.59,7.47,4.49
17865,0.9,Fair,F,VS2,64.7,54.0,3931,6.09,6.03,3.92
17866,0.31,Good,G,VVS1,57.5,62.0,849,4.47,4.54,2.59
17867,0.3,Ideal,E,VS1,61.3,58.0,694,4.29,4.32,2.64
17868,0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61
17869,0.36,Premium,F,SI1,61.1,60.0,616,4.62,4.57,2.81
17870,1.04,Premium,D,SI1,59.9,56.0,6115,6.65,6.6,3.97
17871,0.7,Very Good,E,SI1,58.7,60.0,2239,5.85,5.88,3.44
17872,0.53,Very Good,G,SI1,63.4,54.0,1161,5.09,5.13,3.24
17873,2.17,Premium,H,SI1,62.3,58.0,13248,8.29,8.25,5.15
17874,1.18,Ideal,E,VS1,62.4,54.0,9886,6.79,6.74,4.22
17875,1.52,Very Good,G,VS2,62.9,60.0,12038,7.28,7.31,4.59
17876,0.9,Ideal,F,SI2,62.4,55.0,4593,6.17,6.2,3.86
17877,1.51,Ideal,J,VS1,61.8,59.0,8678,7.36,7.39,4.56
17878,0.91,Very Good,E,SI2,58.6,63.0,2963,6.38,6.32,3.72
17879,0.32,Very Good,F,SI1,59.3,58.0,533,4.47,4.5,2.66
17880,1.21,Ideal,H,SI2,62.1,58.0,6347,6.78,6.84,4.23
17881,0.56,Ideal,I,VVS1,62.0,56.0,1580,5.26,5.29,3.27
17882,1.57,Ideal,E,VS2,60.5,57.0,17548,7.53,7.57,4.57
17883,1.2,Very Good,G,SI1,63.2,59.0,5665,6.77,6.74,4.27
17884,1.06,Premium,G,SI1,61.5,59.0,5113,6.57,6.53,4.03
17885,0.43,Very Good,F,SI1,61.6,59.0,792,4.83,4.87,2.99
17886,0.72,Ideal,G,VS1,61.3,56.0,3102,5.77,5.82,3.55
17887,1.07,Premium,G,VS2,60.1,60.0,6022,6.76,6.6,3.99
17888,0.7,Premium,E,SI2,60.6,58.0,2442,5.78,5.73,3.49
17889,0.9,Good,F,VS2,62.8,58.0,4778,6.04,6.09,3.81
17890,1.51,Premium,E,VS2,62.2,59.0,14300,7.36,7.31,4.56
17891,0.32,Premium,H,VS2,62.5,59.0,505,4.33,4.38,2.72
17892,0.53,Good,E,SI1,63.6,56.0,1156,5.19,5.1,3.27
17893,0.31,Ideal,H,VS1,62.0,54.0,544,4.35,4.39,2.71
17894,1.01,Good,G,SI2,62.8,57.0,3852,6.3,6.34,3.97
17895,1.02,Premium,H,VS2,61.0,60.0,4958,6.5,6.46,3.95
17896,0.3,Premium,H,VVS2,60.8,60.0,605,4.29,4.33,2.62
17897,1.27,Premium,D,SI1,62.5,58.0,8463,6.92,6.87,4.31
17898,0.54,Very Good,I,SI2,62.9,57.0,1105,5.18,5.21,3.27
17899,0.7,Good,G,VS2,63.1,55.0,2633,5.61,5.64,3.55
17900,1.04,Ideal,F,SI2,62.6,57.0,4630,6.48,6.45,4.05
17901,1.0,Good,F,SI2,63.8,58.0,4155,6.33,6.28,4.02
17902,1.01,Premium,G,VS1,60.7,58.0,7059,6.52,6.49,3.95
17903,1.05,Very Good,F,SI1,59.7,60.0,5666,6.63,6.71,3.98
17904,0.36,Very Good,H,SI1,63.0,55.0,505,4.51,4.54,2.85
17905,1.03,Ideal,H,VVS2,62.4,53.0,6560,6.45,6.51,4.05
17906,1.02,Premium,E,SI1,61.5,58.0,5183,6.46,6.51,3.99
17907,0.34,Ideal,F,VS1,62.1,57.0,956,4.53,4.49,2.8
17908,0.7,Good,F,SI1,64.1,56.0,2289,5.63,5.6,3.6
17909,0.59,Very Good,F,SI1,63.4,54.0,2000,5.35,5.4,3.41
17910,0.3,Ideal,G,VS1,61.4,57.0,605,4.29,4.34,2.65
17911,1.09,Ideal,F,VVS2,62.0,56.0,10196,6.63,6.6,4.1
17912,1.2,Premium,H,SI2,62.4,57.0,5510,6.83,6.75,4.24
17913,0.9,Premium,E,SI2,60.7,61.0,3084,6.22,6.16,3.76
17914,1.21,Premium,E,VS1,60.3,58.0,10137,6.95,6.91,4.18
17915,1.13,Premium,H,I1,62.7,59.0,3480,6.58,6.63,4.14
17916,1.07,Good,G,SI1,63.1,59.0,4861,6.45,6.49,4.08
17917,0.56,Ideal,G,SI1,62.5,56.0,1340,5.21,5.28,3.28
17918,0.4,Ideal,G,VVS1,61.5,59.0,1051,4.71,4.75,2.91
17919,0.3,Good,H,SI1,63.4,58.0,421,4.21,4.24,2.68
17920,0.38,Ideal,F,SI1,62.2,54.0,660,4.64,4.66,2.89
17921,1.51,Premium,G,SI2,62.7,57.0,7145,7.33,7.29,4.58
17922,0.54,Ideal,G,IF,61.5,55.0,2289,5.24,5.3,3.23
17923,0.35,Very Good,H,SI1,63.3,54.0,647,4.53,4.51,2.86
17924,2.13,Premium,H,SI2,62.4,56.0,12753,8.26,8.19,5.13
17925,0.5,Good,F,SI1,64.3,57.0,975,5.03,4.94,3.21
17926,2.54,Very Good,H,SI2,63.5,56.0,16353,8.68,8.65,5.5
17927,2.14,Premium,H,VS2,61.7,58.0,16390,8.28,8.22,5.09
17928,1.25,Very Good,H,SI2,63.2,60.0,4199,6.87,6.81,4.32
17929,1.0,Ideal,F,VS2,62.8,57.0,6209,6.35,6.3,3.97
17930,2.02,Very Good,H,SI1,59.6,59.0,18236,8.27,8.35,4.95
17931,1.29,Premium,I,SI1,61.8,59.0,6429,6.99,6.96,4.31
17932,0.71,Ideal,G,SI1,61.4,57.0,2386,5.76,5.71,3.52
17933,0.52,Premium,H,VS1,61.4,57.0,1577,5.27,5.16,3.2
17934,0.51,Very Good,H,SI1,61.0,55.0,1698,5.18,5.21,3.17
17935,0.81,Good,G,SI2,61.0,61.0,2789,5.94,5.99,3.64
17936,1.03,Premium,F,SI2,62.2,60.0,3668,6.47,6.45,4.02
17937,1.0,Ideal,H,SI2,61.4,60.0,4713,6.35,6.41,3.92
17938,0.7,Fair,G,VVS2,65.3,61.0,2710,5.58,5.48,3.61
17939,0.81,Premium,F,SI1,59.4,60.0,2403,6.11,6.07,3.62
17940,0.32,Premium,I,VS1,62.6,58.0,648,4.4,4.38,2.75
17941,1.2,Premium,G,SI2,59.2,60.0,5278,6.92,6.9,4.09
17942,1.52,Fair,H,SI1,61.2,60.0,8818,7.39,7.29,4.49
17943,0.3,Ideal,G,VVS1,62.1,57.0,764,4.27,4.29,2.66
17944,0.5,Ideal,H,VVS2,61.6,57.0,1842,5.08,5.14,3.15
17945,2.02,Premium,H,SI1,62.1,61.0,17265,8.06,7.99,4.98
17946,1.03,Ideal,I,VS1,60.9,56.0,5206,6.52,6.59,3.99
17947,0.26,Very Good,I,VVS2,62.7,55.0,427,4.09,4.12,2.57
17948,1.9,Premium,J,SI1,61.9,57.0,10885,7.98,7.95,4.93
17949,1.04,Premium,E,SI1,61.2,59.0,5894,6.54,6.47,3.98
17950,0.83,Ideal,E,VS2,61.3,56.0,4271,6.06,6.08,3.72
17951,1.63,Very Good,I,SI1,61.9,60.0,9199,7.51,7.55,4.66
17952,1.25,Premium,J,VS2,62.0,59.0,5264,6.9,6.87,4.27
17953,0.34,Ideal,G,VS2,62.7,55.0,596,4.48,4.49,2.81
17954,0.83,Ideal,G,VS1,62.1,55.0,4989,6.02,6.05,3.75
17955,0.9,Very Good,G,VS2,63.5,62.0,4081,6.07,6.11,3.87
17956,0.91,Ideal,H,VS1,60.8,58.0,4939,6.27,6.32,3.83
17957,0.51,Ideal,G,VS2,61.6,56.0,1427,5.13,5.18,3.18
17958,1.51,Good,G,VS2,63.3,60.0,12756,7.2,7.28,4.58
17959,0.63,Ideal,H,VS1,61.2,57.0,2040,5.5,5.55,3.37
17960,0.32,Very Good,G,VS2,62.4,59.0,561,4.33,4.36,2.71
17961,0.7,Fair,I,VS2,64.7,60.0,2117,5.55,5.49,3.57
17962,0.44,Premium,G,VVS2,61.3,60.0,1081,4.88,4.94,3.01
17963,1.55,Ideal,G,SI1,61.7,57.0,12951,7.4,7.44,4.58
17964,0.53,Ideal,G,VS2,61.6,57.0,1769,5.15,5.2,3.19
17965,1.57,Very Good,H,VS2,63.4,56.0,9407,7.46,7.4,4.71
17966,0.9,Very Good,H,SI2,61.1,63.0,3160,6.12,6.19,3.76
17967,0.41,Premium,G,VS2,61.8,59.0,827,4.72,4.76,2.93
17968,1.07,Ideal,I,SI1,61.7,56.0,5093,6.59,6.57,4.06
17969,0.46,Ideal,H,IF,62.2,55.0,1450,4.94,4.99,3.09
17970,0.34,Premium,I,SI1,61.3,61.0,574,4.49,4.45,2.74
17971,1.25,Ideal,F,VS1,62.0,55.0,9586,6.91,6.95,4.3
17972,0.28,Very Good,G,VS2,62.0,56.0,427,4.16,4.19,2.59
17973,0.51,Premium,H,VS1,62.5,58.0,1443,5.12,5.09,3.19
17974,1.01,Good,F,SI2,64.0,56.0,3768,6.25,6.32,4.02
17975,0.34,Ideal,H,VVS1,62.9,57.0,995,4.47,4.44,2.8
17976,0.44,Very Good,J,VS1,63.1,57.0,891,4.87,4.83,3.06
17977,1.01,Very Good,G,VS2,61.5,56.0,5759,6.41,6.47,3.96
17978,1.01,Ideal,E,VS2,61.9,57.0,7013,6.43,6.37,3.96
17979,0.32,Ideal,G,VVS2,62.6,57.0,730,4.34,4.38,2.73
17980,0.35,Ideal,D,VS1,63.0,57.0,990,4.51,4.48,2.83
17981,1.23,Ideal,E,SI2,61.2,55.0,6403,7.01,6.92,4.26
17982,0.82,Ideal,G,SI2,61.0,55.0,2165,6.04,5.99,3.67
17983,0.51,Premium,E,SI2,61.8,58.0,1177,5.08,5.11,3.15
17984,0.31,Premium,G,VVS1,58.0,62.0,977,4.47,4.42,2.58
17985,1.7,Premium,D,SI1,61.9,59.0,15100,7.61,7.64,4.72
17986,0.74,Ideal,F,SI2,60.3,58.0,2295,5.84,5.82,3.51
17987,1.51,Premium,F,VS2,61.8,56.0,13221,7.39,7.28,4.53
17988,1.01,Very Good,D,SI1,61.6,60.0,5443,6.43,6.47,3.97
17989,0.47,Ideal,E,VS1,61.5,55.0,1400,5.01,5.04,3.09
17990,0.32,Very Good,E,SI1,63.3,56.0,720,4.35,4.34,2.75
17991,1.82,Premium,G,SI1,62.7,58.0,15162,7.75,7.68,4.84
17992,1.27,Ideal,J,SI2,61.2,56.0,5021,6.99,6.95,4.27
17993,0.7,Very Good,G,SI1,62.8,58.0,2209,5.64,5.69,3.56
17994,1.55,Ideal,I,VS1,61.9,55.0,10869,7.43,7.46,4.61
17995,1.01,Very Good,E,SI2,62.2,58.0,4575,6.36,6.43,3.98
17996,1.5,Fair,E,SI2,64.8,55.0,6922,7.26,7.15,4.67
17997,0.5,Premium,G,VVS2,60.7,57.0,1935,5.14,5.1,3.11
17998,1.3,Ideal,H,VVS1,62.8,55.2,9232,6.94,6.97,4.36
17999,0.7,Ideal,E,SI2,60.5,56.0,2375,5.8,5.77,3.5
18000,1.04,Ideal,I,VS1,63.0,56.0,4696,6.44,6.41,4.05
18001,0.32,Very Good,I,SI2,63.4,56.0,480,4.37,4.34,2.76
18002,0.51,Good,H,VS2,61.8,65.0,1128,5.07,5.02,3.12
18003,0.33,Premium,I,VVS2,61.0,59.0,579,4.41,4.44,2.7
18004,0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
18005,0.76,Very Good,F,SI2,62.7,55.0,2469,5.74,5.83,3.63
18006,1.01,Good,J,SI2,63.7,60.0,3088,6.4,6.29,4.05
18007,1.05,Ideal,G,VS2,61.6,56.0,6837,6.52,6.56,4.03
18008,0.47,Good,E,VS1,65.4,56.0,1293,4.85,4.9,3.19
18009,1.52,Premium,I,VS2,59.0,59.0,9057,7.53,7.46,4.42
18010,0.71,Very Good,H,SI1,64.0,58.0,2141,5.57,5.61,3.58
18011,1.13,Fair,J,SI1,64.9,55.0,4123,6.49,6.56,4.24
18012,0.27,Ideal,G,VS2,61.6,54.0,490,4.17,4.2,2.58
18013,1.72,Premium,G,VS2,61.1,58.0,15801,7.69,7.73,4.71
18014,1.04,Very Good,G,VS1,61.8,58.0,7049,6.5,6.55,4.03
18015,2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14
18016,0.36,Ideal,H,VVS1,62.3,56.0,821,4.54,4.57,2.84
18017,1.01,Good,G,VS2,63.6,60.0,5599,6.3,6.35,4.02
18018,0.72,Good,F,SI1,60.4,61.0,2446,5.75,5.8,3.49
18019,0.78,Ideal,H,VS2,61.6,56.0,2970,5.94,5.91,3.64
18020,2.21,Very Good,I,SI1,62.9,59.0,17784,8.3,8.34,5.23
18021,0.54,Ideal,I,VS1,62.3,57.0,1452,5.2,5.24,3.25
18022,0.41,Ideal,E,VS1,62.1,55.0,1153,4.8,4.77,2.97
18023,0.4,Very Good,H,VVS1,62.3,55.0,1139,4.73,4.77,2.95
18024,0.26,Ideal,G,VVS2,61.4,56.0,545,4.11,4.14,2.53
18025,0.73,Very Good,H,SI1,59.5,58.0,2393,5.85,5.91,3.5
18026,1.0,Very Good,F,SI2,62.8,57.0,4081,6.37,6.44,4.02
18027,0.41,Ideal,H,VVS1,62.7,54.0,1115,4.79,4.78,3.0
18028,1.54,Premium,I,SI2,59.4,61.0,7727,7.56,7.49,4.47
18029,0.9,Ideal,I,SI1,62.3,57.0,3455,6.12,6.15,3.82
18030,0.32,Very Good,G,VS2,58.4,57.0,524,4.51,4.53,2.64
18031,1.56,Premium,J,VS2,61.7,58.0,7763,7.41,7.46,4.59
18032,0.46,Premium,F,VS1,60.5,58.0,1367,4.97,5.02,3.02
18033,0.34,Ideal,G,VS2,62.0,55.0,596,4.46,4.48,2.77
18034,0.51,Good,G,SI1,63.1,64.0,1107,5.08,5.03,3.19
18035,1.05,Good,H,SI1,63.1,60.0,4608,6.42,6.49,4.07
18036,0.9,Very Good,D,SI2,62.9,56.0,4078,6.09,6.19,3.86
18037,0.91,Good,J,VS1,64.2,60.0,3210,6.01,5.95,3.84
18038,1.51,Good,F,SI1,64.2,57.0,10514,7.09,7.2,4.59
18039,1.58,Premium,D,SI1,60.2,58.0,13329,7.6,7.46,4.56
18040,2.25,Good,J,SI1,62.4,61.0,15287,8.29,8.35,5.19
18041,0.93,Premium,H,SI1,60.9,61.0,3437,6.24,6.2,3.79
18042,1.52,Ideal,G,VS2,62.1,56.0,13768,7.39,7.34,4.57
18043,0.53,Ideal,G,SI1,62.1,53.0,1166,5.22,5.27,3.26
18044,1.2,Premium,J,SI2,61.7,57.0,3782,6.85,6.79,4.21
18045,0.32,Ideal,E,VS1,59.5,57.0,842,4.49,4.45,2.66
18046,0.51,Premium,G,VS1,61.0,58.0,1591,5.2,5.16,3.16
18047,0.59,Ideal,G,VVS2,62.7,56.0,2125,5.33,5.36,3.35
18048,1.5,Fair,G,VS2,64.4,56.0,12787,7.16,7.09,4.59
18049,0.32,Premium,I,VS2,62.2,59.0,449,4.35,4.37,2.71
18050,0.31,Ideal,H,VVS2,62.4,56.0,802,4.38,4.34,2.72
18051,1.52,Ideal,F,VS2,62.5,55.0,14915,7.42,7.31,4.6
18052,1.03,Ideal,I,SI2,62.3,59.0,4162,6.39,6.45,4.0
18053,0.43,Ideal,G,VVS1,62.0,55.0,1207,4.82,4.85,3.0
